Series Name,Series Code,Country Name,Country Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2011 [YR2011],2012 [YR2012],2013 [YR2013],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population, total",SP.POP.TOTL,East Asia & Pacific (excluding high income),EAP,1834082049,1850453077,1866220978,1984249541,2001246209,2018050656,2123610397,2129094071,2133652241
"Population, total",SP.POP.TOTL,East Asia & Pacific (IDA & IBRD countries),TEA,1810599718,1826844868,1842469495,1959494275,1976386829,1993077336,2097669023,2103055378,2107522258
"Population, total",SP.POP.TOTL,Euro area,EMU,326862028,328443707,330208234,339722971,340450693,341584506,346942960,348331552,350357398
"Population, total",SP.POP.TOTL,Europe & Central Asia,ECS,864048235,865618646,867833353,891273900,894705970,898764759,924168763,920988359,923929755
"Population, total",SP.POP.TOTL,Europe & Central Asia (excluding high income),ECA,216892662,217808502,218779991,230906639,232735642,234709774,250663105,246915820,247474425
"Population, total",SP.POP.TOTL,Europe & Central Asia (IDA & IBRD countries),TEC,435557974,435215194,435286231,443764567,445808734,448060105,463035774,457342249,457326090
"Population, total",SP.POP.TOTL,European Union,EUU,429910140,430898141,432434810,440769682,441419873,442496175,447178093,447370551,449476878
"Population, total",SP.POP.TOTL,Fragile and conflict affected situations,FCS,626553787,641963096,658162649,797793348,817412582,837410155,1001870564,1019145355,1042703808
"Population, total",SP.POP.TOTL,Heavily indebted poor countries (HIPC),HPC,488040621,502494432,517663749,648927117,667520863,686620331,861156745,884288332,907995430
"Population, total",SP.POP.TOTL,High income,HIC,1262875491,1268844485,1274957396,1335858758,1342743557,1349905020,1392964458,1395940386,1403021503
"Population, total",SP.POP.TOTL,IBRD only,IBD,4026403756,4072303744,4117630166,4469961043,4517846874,4566948798,4894666421,4912348798,4937047867
"Population, total",SP.POP.TOTL,IDA & IBRD total,IBT,5169110817,5243694285,5317975833,5917936328,5998753810,6079936045,6696373761,6754104791,6819750360
"Population, total",SP.POP.TOTL,IDA blend,IDB,382432118,392011236,401318288,486354807,497317025,507906365,596608333,609342910,622553200
"Population, total",SP.POP.TOTL,IDA only,IDX,760274943,779379305,799027379,961620478,983589911,1005080882,1205099007,1232413083,1260149293
"Population, total",SP.POP.TOTL,IDA total,IDA,1142707061,1171390541,1200345667,1447975285,1480906936,1512987247,1801707340,1841755993,1882702493
"Population, total",SP.POP.TOTL,Late-demographic dividend,LTE,2060709239,2074581734,2088087419,2196448219,2212426916,2228642364,2323185156,2325328254,2326833223
"Population, total",SP.POP.TOTL,Latin America & Caribbean,LCN,528688278,535935546,542976557,595510008,602139396,608642242,654978670,659306928,664155299
"Population, total",SP.POP.TOTL,Latin America & Caribbean (excluding high income),LAC,474817217,481353718,487688819,535014773,541048298,546954103,592503434,596596955,600825676
"Population, total",SP.POP.TOTL,Latin America & the Caribbean (IDA & IBRD countries),TLA,512930188,520132018,527128668,579610152,586263141,592784484,639469895,643884393,648763330
"Population, total",SP.POP.TOTL,Least developed countries: UN classification,LDC,677492970,695099275,713279960,863421305,884653995,906405074,1098791080,1124396999,1150346774
"Population, total",SP.POP.TOTL,Low & middle income,LMY,4938731447,5014109152,5088853415,5689033832,5769216950,5849715412,6467799496,6527353351,6593137026
"Population, total",SP.POP.TOTL,Low income,LIC,392924294,404771898,417212831,525506329,540002626,553835758,685250041,703727949,722984063
"Population, total",SP.POP.TOTL,Lower middle income,LMC,2157133128,2198877481,2240162906,2568598935,2610684758,2653214685,2983113040,3020375650,3059564861
"Population, total",SP.POP.TOTL,Middle East & North Africa,MEA,327691655,333949565,340215354,406045323,414117603,422790409,486174763,493279469,500787313
"Population, total",SP.POP.TOTL,Middle East & North Africa (excluding high income),MNA,289544085,294813993,300102895,349770162,356239722,363310225,418047201,424328381,430857111
"Population, total",SP.POP.TOTL,Middle East & North Africa (IDA & IBRD countries),TMN,286546301,291738620,296947926,345887176,352259724,359233517,413124452,419284769,425691336
"Population, total",SP.POP.TOTL,Middle income,MIC,4545807153,4609337254,4671640584,5163527503,5229214324,5295879654,5782549455,5823625402,5870152963
"Population, total",SP.POP.TOTL,North America,NAC,316052314,319047304,321813719,345987266,348655855,351205940,370352605,372274062,375076145
"Population, total",SP.POP.TOTL,Not classified,INX,..,..,..,..,..,..,..,..,..
"Population, total",SP.POP.TOTL,OECD members,OED,1209244330,1218395106,1227424218,1297593832,1305512665,1313642010,1371972508,1377465841,1385005653
"Population, total",SP.POP.TOTL,Other small states,OSS,10764561,10909992,11056256,12440374,12569929,12725773,13943732,14095313,14240737
"Population, total",SP.POP.TOTL,Pacific island small states,PSS,2064193,2091909,2119122,2327284,2353058,2379069,2602173,2639019,2677728
"Population, total",SP.POP.TOTL,Post-demographic dividend,PST,1025680356,1030817778,1035933493,1077986944,1082488131,1087228563,1116651310,1114354147,1119478514
"Population, total",SP.POP.TOTL,Pre-demographic dividend,PRE,568734640,586023563,604077372,761717101,784822780,808542070,1011043183,1038012552,1065710613
"Population, total",SP.POP.TOTL,Small states,SST,15491585,15689535,15887550,17645826,17821789,18026868,19674424,19881389,20086203
"Population, total",SP.POP.TOTL,South Asia,SAS,1434314654,1462070145,1489358080,1684898004,1708706729,1731683901,1901911604,1919348000,1938549529
"Population, total",SP.POP.TOTL,South Asia (IDA & IBRD),TSA,1434314654,1462070145,1489358080,1684898004,1708706729,1731683901,1901911604,1919348000,1938549529
"Population, total",SP.POP.TOTL,Sub-Saharan Africa,SSF,689161982,707693440,726785433,904282154,929328653,955096702,1181163013,1211190002,1241897817
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (excluding high income),SSA,689080780,707609717,726702652,904194713,929240350,955006753,1181063755,1211070124,1241778044
"Population, total",SP.POP.TOTL,Sub-Saharan Africa (IDA & IBRD countries),TSS,689161982,707693440,726785433,904282154,929328653,955096702,1181163013,1211190002,1241897817
"Population, total",SP.POP.TOTL,Upper middle income,UMC,2388674025,2410459773,2431477678,2594928568,2618529566,2642664969,2799436415,2803249752,2810588102
"Population, total",SP.POP.TOTL,World,WLD,6226487141,6308284566,6389592840,7053988749,7141430933,7229458453,7888963821,7951595433,8024997028
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Albania,ALB,3.45959997177124,..,..,..,..,1.20083999633789,3.15106010437012,3.9539999961853,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,2.75701999664307
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Andorra,AND,..,..,..,..,..,..,8.10974025726318,7.33727979660034,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,1.87699997425079,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Argentina,ARG,2.21128988265991,1.97660994529724,2.25343990325928,2.67496991157532,1.81834995746613,1.48426997661591,0.964969992637634,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Armenia,ARM,..,..,..,9.60523986816406,..,..,0.609549999237061,0.417230010032654,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Aruba,ABW,14.8881597518921,0.684260010719299,3.74866008758545,..,..,..,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Australia,AUS,..,..,..,..,..,0.0694499984383583,1.02149999141693,1.64652001857758,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Austria,AUT,..,1.04793000221252,0.988409996032715,1.30366003513336,1.34069001674652,1.28648996353149,1.04074001312256,1.64181995391846,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Azerbaijan,AZE,..,..,..,12.6299295425415,12.8354997634888,12.7380504608154,14.384129524231,12.9025096893311,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,13.8395595550537,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Bahrain,BHR,9.44655990600586,8.87913990020752,9.50990962982178,8.59630012512207,5.51493978500366,0.496910005807877,..,3.16448998451233,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Bangladesh,BGD,..,..,..,..,..,..,12.0179996490479,17.5310001373291,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Barbados,BRB,4.75332021713257,1.64577996730804,5.14453983306885,6.25333976745605,..,..,..,0.818870007991791,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Belarus,BLR,5.33588981628418,1.58056998252869,1.37949001789093,2.90122008323669,3.45138001441956,4.24768018722534,5.65912008285522,6.05408000946045,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Belgium,BEL,0.205119997262955,0.222760006785393,0.227850005030632,1.90921998023987,1.7358900308609,1.72186005115509,1.13171005249023,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Belize,BLZ,10.0670299530029,..,4.86401987075806,13.9517097473145,9.50405979156494,9.34152984619141,3.81373000144958,5.80962991714478,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Benin,BEN,..,..,..,..,..,35.9283409118652,44.6246109008789,44.7673606872559,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Bermuda,BMU,..,..,..,3.06647992134094,..,..,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Bhutan,BTN,43.44287109375,..,..,19.0614795684814,15.0182695388794,16.5908203125,15.6230001449585,14.9919996261597,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Bolivia,BOL,2.40722990036011,1.90564000606537,2.13776993751526,6.00062990188599,3.2650101184845,3.93954992294312,12.3030595779419,11.1914300918579,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,6.45033979415894,6.24848985671997,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Botswana,BWA,..,10.297739982605,8.23972988128662,..,..,11.5740003585815,13.9130001068115,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Brazil,BRA,..,..,..,..,4.69362020492554,2.37262988090515,4.16460990905762,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,British Virgin Islands,VGB,..,..,..,9.22570037841797,3.32791996002197,4.6399998664856,17.7650394439697,12.9385995864868,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Brunei Darussalam,BRN,..,..,..,0.593789994716644,0.208000004291534,1.03900003433228,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Bulgaria,BGR,2.03154993057251,0.926050007343292,0.799589991569519,6.29525995254517,7.88295984268188,3.85729002952576,10.3578500747681,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Burkina Faso,BFA,84.7970581054688,..,82.3055114746094,53.4159317016602,51.0403289794922,47.9727897644043,49.4389801025391,53.7963790893555,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Burundi,BDI,..,..,..,..,26.6590003967285,19.9340000152588,41.4220008850098,40.8940010070801,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Cabo Verde,CPV,..,3.19411993026733,5.18523979187012,..,14.0894203186035,14.2656898498535,17.3382701873779,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Cambodia,KHM,82.4519805908203,78.2834014892578,74.7734832763672,19.3605899810791,19.8107109069824,..,16.7299995422363,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Cameroon,CMR,..,..,..,..,37.3264617919922,..,48.5105400085449,47.2862586975098,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Canada,CAN,..,..,..,..,0.0510799996554852,0.0054500000551343,0.430669993162155,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Cayman Islands,CYM,19.5244998931885,7.22070980072021,..,5.19336986541748,7.61448001861572,4.56213998794556,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Central African Republic,CAF,..,..,..,60.0238418579102,60.427188873291,..,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Chad,TCD,68.4691925048828,67.1567687988281,66.0197219848633,..,..,..,58.7101593017578,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Chile,CHL,..,..,..,3.31064009666443,3.79860997200012,3.22831010818481,1.5762300491333,0.784839987754822,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,China,CHN,..,..,..,..,..,..,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Colombia,COL,..,..,..,0.904619991779327,2.58501005172729,1.95310997962952,2.31815004348755,4.41219997406006,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Comoros,COM,..,..,..,..,..,28.3262100219727,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Costa Rica,CRI,..,..,..,8.80743026733398,10.525050163269,10.6985101699829,7.05762004852295,5.21998977661133,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,57.9339981079102,42.3203315734863,44.6119384765625,57.0069999694824
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Croatia,HRV,0.365850001573563,0.167510002851486,0.0709799975156784,1.0658700466156,0.940050005912781,0.781350016593933,1.32471001148224,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Cuba,CUB,3.36546993255615,0.621559977531433,0.396319985389709,3.92172002792358,3.41669988632202,5.65537977218628,7.21810007095337,7.63144016265869,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Cyprus,CYP,3.15851998329163,0.104740001261234,0.771489977836609,4.33013010025024,1.41451001167297,0.392969995737076,0.152630001306534,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Czechia,CZE,0.643589973449707,0.0196000002324581,..,..,..,0.155389994382858,2.4943699836731,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Denmark,DNK,7.91933012008667,4.12590980529785,..,0.928319990634918,0.923979997634888,0.741299986839294,0.566280007362366,0.800140023231506,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Djibouti,DJI,74.8103790283203,71.140510559082,..,..,..,..,52.6795806884766,51.1987190246582,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Dominica,DMA,3.79029989242554,..,..,0.200259998440742,..,..,14.7142400741577,19.1354103088379,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Dominican Republic,DOM,..,7.05487012863159,..,6.92389011383057,6.6782398223877,2.31149005889893,16.2324199676514,11.241189956665,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Ecuador,ECU,29.7061004638672,28.8581600189209,28.6107292175293,13.4110898971558,7.78779983520508,0.782639980316162,1.21229004859924,1.33517003059387,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,"Egypt, Arab Rep.",EGY,..,..,17.39089012146,..,..,..,5.13584995269775,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,El Salvador,SLV,17.0957202911377,12.2535696029663,..,..,..,..,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Equatorial Guinea,GNQ,48.8991203308105,..,..,..,..,..,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Eritrea,ERI,35.8047485351562,32.1589088439941,29.6974601745605,42.588508605957,42.6884002685547,45.5180816650391,..,..,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Estonia,EST,..,..,..,..,..,..,1.92250001430511,1.55664002895355,..
Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,Eswatini,SWZ,..,..,..,4.61010980606079,2.74304008483887,2.15672993659973,..,..,..
